556;2339
554;2348
540;2349
539;2353
547;2357
557;2353
579;2347
586;2334
570;2329
567;2322
573;2315
573;2308
567;2304
567;2293
572;2288
576;2279
584;2271
580;2267
574;2268
569;2273
557;2279
557;2286
549;2288
549;2294
555;2295
557;2305
549;2316
543;2318
528;2311
529;2315
536;2324
544;2327
554;2336
qst;secLargLake##hard##Where is Norways second largest lake?#Hvor ligger Norges nest største innsjø?#spn#fra#ger##
inf;Lake;Røssvatnet;10;hard;Second largest lake covering an area of 219 km2. Location: Nordland#Norges nest største innsjø på 219 km2. Lokasjon: Nordland#spn#fra#ger
445;2682
436;2689
438;2694
442;2693
446;2686
449;2686
454;2682
456;2691
464;2688
463;2681
464;2674
472;2667
478;2660
475;2656
471;2658
465;2664
459;2669
452;2676
qst;secDeepestLake##hard##Where is Norways second deepest lake?#Hvor ligger Norges nest dypeste innsjø?#spn#fra#ger##
inf;Lake;Salsvatnet;10;veryhard;Second deepest lake (464 m). Location: Nord-Trøndelag#Norges nest dypeste innsjø (464 m). Lokasjon: Nord-Trøndelag#spn#fra#ger
516;2818
522;2818
525;2809
537;2798
545;2796
548;2787
564;2773
564;2764
576;2745
572;2743
563;2746
548;2769
537;2783
534;2789
532;2793
519;2807
516;2813
inf;Lake;Snåsavatnet;10;medium;Norways second deepest lake (464 m). Location: Nord-Trøndelag#Norges nest dypeste innsjø (464 m). Lokasjon: Nord-Trøndelag#spn#fra#ger
227;3542
229;3545
236;3542
242;3540
249;3531
260;3522
258;3519
261;3514
253;3514
253;3516
252;3518
248;3520
248;3524
243;3529
239;3536
230;3540
qst;deepestLake##hard##Where is Norways deepest lake?#Hvor ligger Norges dypeste innsjø?#spn#fra#ger##
inf;Lake;Hornindalsvatn;10;medium;Norways deepest lake (514 m). Location: Sogn og Fjordane#Norges dypeste innsjø (514 m). Lokasjon: Sogn og Fjordane#spn#fra#ger
685;3799
685;3803
688;3801
693;3803
699;3807
708;3813
713;3815
715;3820
721;3825
724;3829
723;3821
720;3820
715;3811
704;3807
694;3800
684;3792
677;3794
676;3796
681;3796
inf;Lake;Tinnsjø;10;hard;Norways third deepest lake (460 m). Location: Telemark#Norges tredje dypeste innsjø (460 m). Lokasjon: Telemark#spn#fra#ger
795;3733
799;3726
801;3723
805;3724
808;3722
816;3724
821;3725
826;3730
828;3738
830;3738
833;3732
831;3727
826;3722
821;3720
816;3715
816;3707
813;3705
807;3704
805;3716
801;3706
794;3706
793;3712
793;3720
793;3727
qst;begnaDischarge##veryhard##Begna river discharges into what lake?#Elven Begna renner ut i hvilken innsjø?#spn#fra#ger##
inf;Lake;Tyrifjorden;10;medium;Norways 5th largest lake (138 km2). Location: Buskerud#Norges femte største innsjø (138 km2). Lokasjon: Buskerud#spn#fra#ger
724;3493
728;3504
732;3509
736;3511
747;3512
757;3515
763;3522
771;3527
775;3542
780;3546
788;3548
791;3549
797;3548
802;3551
807;3551
814;3553
818;3553
820;3559
825;3558
831;3557
838;3559
846;3564
852;3569
855;3577
856;3582
860;3586
867;3597
870;3594
864;3580
859;3570
856;3564
859;3555
853;3551
851;3559
843;3556
838;3549
833;3547
827;3539
820;3530
822;3525
820;3522
815;3524
812;3525
803;3522
796;3515
792;3516
796;3524
804;3528
807;3538
801;3539
792;3543
780;3538
778;3527
766;3517
754;3510
738;3509
729;3502
qst;largestLake##easy##Where is Norways largest lake?#Hvor ligger Norges største innsjø?#spn#fra#ger##
inf;Lake;Mjøsa;10;medium;Norways largest lake (365 km2). Location: Akershus Oppland og Hedmark#Norges største innsjø (365 km2). Lokasjon: Akershus Oppland og Hedmark#spn#fra#ger
740;3571
740;3573
740;3576
745;3580
752;3583
763;3594
764;3601
763;3605
769;3617
778;3617
785;3623
789;3641
793;3649
792;3654
808;3667
807;3661
798;3654
797;3642
794;3631
797;3627
791;3625
791;3621
779;3614
770;3613
765;3604
765;3593
757;3581
757;3576
751;3579
742;3575
inf;Lake;Randsfjorden;10;hard;Norways fourth largest lake (139 km2). Location: Oppland#Norges fjerde største innsjø (139 km2). Lokasjon: Oppland#spn#fra#ger
726;3162
730;3160
731;3155
739;3160
740;3164
745;3168
747;3184
753;3195
759;3208
756;3215
763;3232
769;3236
774;3240
776;3246
783;3256
778;3259
778;3256
774;3249
770;3244
759;3236
747;3234
743;3233
740;3225
740;3218
745;3221
751;3219
747;3214
742;3209
743;3207
749;3210
746;3202
745;3193
741;3185
741;3178
735;3168
qst;thirdLargLake##veryhard##Where is Norways third largest lake?#Hvor ligger Norges tredje største innsjø?#spn#fra#ger##
inf;Lake;Femunden;10;hard;Norways third largest lake (203 km2). Location: Sør-Trøndelag og Hedmark#Norges tredje største innsjø (203 km2). Lokasjon: Sør-Trøndelag og Hedmark#spn#fra#ger
eof
